Iup(max),[Trpn]max,"gb,Ca",gCaL,INaCa(max),"Ip,Ca(max)",[Cmdn]max,"tau,tr","Tref,a","TRPN50,a","nTm,a","nTRPN,a","kTRPN,a","rs,a","rw,a","Aeff,a","ku,a","beta1,a","beta0,a","gamma,s,a","gamma,w,a","phi,a","ca50,a","nu,a","mu,a"
0.00539528,0.0681654,0.00166229,0.121874,1456.22,0.290561,0.0317544,120.801,133.173,0.35733,4.44083,1.89011,0.140584,0.2064,0.548973,27.9239,0.79036,-1.46495,2.24136,0.00436615,0.388159,1.90732,0.74726,6.14618,7.33245
0.00476395,0.0860612,0.00131983,0.144806,2062.24,0.142616,0.0341147,254.025,102.58,0.339137,4.19852,1.86188,0.0611423,0.20026,0.599694,15.653,1.24404,-3.54682,2.67179,0.00574359,0.347697,1.12765,1.02407,9.41965,11.7627
0.00694199,0.0939258,0.00111251,0.167374,1412.04,0.33151,0.0545655,188.35,67.2446,0.346155,2.76811,2.67607,0.106063,0.256608,0.513731,32.6944,0.602985,-3.24119,2.46479,0.00667101,0.900654,1.97022,1.15638,9.40312,13.2949
0.00725991,0.0903758,0.00161882,0.0880782,1748.1,0.339405,0.0658437,166.586,123.778,0.242729,2.68239,2.22434,0.11823,0.313255,0.595561,13.2378,1.02872,-2.14731,1.51709,0.0110819,0.320188,2.98719,0.987277,6.55317,12.5775
0.00647469,0.0642705,0.00132534,0.122696,1528.38,0.178207,0.0442539,185.263,157.056,0.303985,6.59719,1.44069,0.113838,0.342177,0.47359,20.1601,1.36331,-2.50585,1.82381,0.0119474,0.906083,1.98399,1.23193,6.72265,9.89171
0.00608167,0.0690448,0.00155708,0.142659,1300.85,0.391566,0.063318,257.93,63.4351,0.357168,2.72838,2.13468,0.0507678,0.31787,0.721663,17.281,1.11022,-1.59091,2.07606,0.00551531,0.697754,2.25456,1.24422,8.59012,9.56341
0.00317256,0.0367604,0.00168805,0.138624,1820.04,0.409539,0.0272448,134.884,65.3383,0.249405,3.95637,1.43234,0.0500671,0.146435,0.430425,21.4732,0.559326,-2.5543,2.14188,0.0108597,0.397071,1.84765,1.16026,9.49684,10.3457
0.00547599,0.0663125,0.000961526,0.092542,841.265,0.234821,0.048928,117.018,117.528,0.185725,4.51256,2.52347,0.0902553,0.31997,0.412272,30.47,0.823126,-2.03819,1.23273,0.00900627,0.337031,1.9994,0.787586,4.52506,11.8002
0.00700365,0.077519,0.00167939,0.0729897,1344.25,0.387314,0.0485193,261.742,120.038,0.386968,3.6431,1.88024,0.0670985,0.299635,0.292105,27.0121,0.518286,-1.9124,2.80302,0.00876335,0.623283,2.61993,0.596266,4.54593,7.22235
0.00380156,0.0681773,0.00157137,0.0939833,1597.76,0.176871,0.0300943,164.222,171.878,0.469381,3.31667,2.48028,0.0513626,0.339523,0.644961,27.096,1.04871,-2.44528,3.20329,0.0104916,0.511714,1.99761,1.03396,7.00944,9.09687
0.00262815,0.0423264,0.000931574,0.141624,1475.12,0.411246,0.0471793,255.31,122.449,0.434467,5.1177,1.92907,0.143425,0.17481,0.463897,19.2833,1.25613,-2.17734,1.52305,0.0080681,0.746109,1.79528,0.594045,5.98444,7.83884
0.00658521,0.104031,0.00154742,0.156312,1960.58,0.318368,0.0478601,186.871,152.175,0.293193,4.61741,1.75329,0.140394,0.235831,0.717947,19.9394,0.891683,-3.43442,2.62119,0.00426267,0.665213,1.38576,1.05539,9.22926,12.1406
0.00407213,0.0469855,0.00161239,0.115935,1443.63,0.403256,0.0686701,150.11,123.552,0.523961,5.34223,2.71953,0.0725004,0.336325,0.346854,14.2921,1.38641,-1.479,2.24526,0.00881292,0.861078,3.18029,0.784636,7.43192,12.6719
0.00525983,0.0607992,0.000875304,0.171366,2116.35,0.39748,0.0553117,249.11,150.843,0.372676,4.72787,2.37307,0.0961859,0.320087,0.744814,29.3255,1.17907,-1.88582,1.57963,0.00592084,0.567768,3.17883,0.7017,4.33204,11.8087
0.00701779,0.0596169,0.00107414,0.151881,2162.86,0.279311,0.0680208,192.948,108.367,0.450636,6.56699,1.84801,0.110916,0.252699,0.693142,32.8781,1.22657,-3.28089,2.79994,0.00899607,0.70245,2.91544,1.07266,9.82937,10.2838
0.00427288,0.0828087,0.00103711,0.183002,2097.51,0.335816,0.0395393,243.859,67.1661,0.276089,4.03761,1.75749,0.0744604,0.288776,0.475706,34.0402,1.30306,-3.58127,2.43754,0.00888013,0.863885,3.12964,1.25191,4.16867,10.9142
0.00743787,0.0757987,0.00104227,0.178055,1630.37,0.395285,0.0412308,197.033,87.0047,0.422531,3.59359,1.59864,0.0858683,0.230487,0.589489,20.0245,1.13836,-2.23852,2.77959,0.0123753,0.585771,3.21437,1.00634,4.40112,8.54975
0.0027481,0.0476623,0.00100425,0.138585,2099.83,0.260102,0.0357583,195.852,110.14,0.444131,7.48359,2.39365,0.0997342,0.155152,0.712204,23.4842,1.26645,-1.85957,1.8415,0.00790581,0.318888,1.65118,0.667649,8.01422,11.4434
0.00370591,0.0393438,0.00161101,0.0961439,1271.01,0.143529,0.0328857,217.533,130.084,0.443822,4.42012,2.57403,0.128756,0.302285,0.518773,24.723,0.640542,-1.6061,2.57834,0.0112056,0.39219,2.58518,0.677676,8.10085,8.84533
0.00640179,0.0571529,0.00100116,0.0693131,1150.85,0.175538,0.030898,250.641,89.4783,0.3468,6.09017,2.36351,0.133203,0.282296,0.624143,22.029,0.691886,-2.96535,2.82068,0.0111234,0.3939,1.56534,1.02469,7.67456,13.009
0.00408858,0.0428425,0.00160838,0.0650088,2229.98,0.171604,0.0601104,262.041,125.995,0.341156,6.90573,2.92156,0.0614447,0.129651,0.552389,15.0682,0.504566,-3.4074,1.72629,0.00769925,0.433553,1.29944,1.14759,8.98571,13.1107
0.00602763,0.0989401,0.00083043,0.167812,1497.41,0.17267,0.0689507,171.386,159.425,0.498052,3.23757,2.79022,0.141331,0.181575,0.574117,27.0445,1.30455,-2.99936,1.27925,0.00821591,0.520435,2.32284,0.850585,5.01243,8.62082
0.00401605,0.0526918,0.000906631,0.17072,1684.52,0.152901,0.0671408,144.152,66.5634,0.223561,4.21772,2.90334,0.133106,0.336247,0.620028,25.5832,1.10433,-1.60518,1.34336,0.00761556,0.761315,1.12165,0.593768,3.92741,10.3677
0.00375047,0.0554334,0.00103126,0.142591,1665.56,0.196522,0.0299996,107.235,99.767,0.276797,5.31656,2.90897,0.103984,0.254966,0.506805,24.8735,1.0729,-2.4744,1.34081,0.00580102,0.428095,3.04946,0.868175,6.3946,6.75729
0.00427027,0.0558155,0.0012738,0.159183,1173.62,0.36267,0.0442497,257.106,157.592,0.436465,3.40832,2.88727,0.0531198,0.357798,0.250753,30.7956,0.958494,-1.91992,1.9663,0.00460239,0.718454,1.42763,0.518718,4.30012,12.6317
0.00648403,0.0623853,0.00113531,0.154083,1561.42,0.235098,0.0565097,178.438,66.939,0.494506,5.24568,1.8752,0.0838718,0.184704,0.411735,17.2627,1.41103,-1.76992,3.03155,0.00531822,0.547895,2.49983,0.80359,8.72209,7.74381
0.00370228,0.0727241,0.000615599,0.174925,2169.84,0.2617,0.0519289,256.79,98.9905,0.228293,3.61468,1.8533,0.095258,0.319591,0.417337,19.0475,0.729305,-1.37876,3.22452,0.00565718,0.727481,2.67037,1.1113,6.0783,8.4276
0.00375559,0.0555153,0.00155027,0.0658501,884.065,0.150596,0.0471053,202.808,114.462,0.454728,3.30175,2.89241,0.0517026,0.283496,0.332709,20.0029,0.644756,-2.96016,2.34496,0.00820689,0.860658,1.34866,0.815091,6.06853,10.6446
0.00541992,0.0836956,0.000852144,0.173175,2014.98,0.234333,0.0304837,169.681,163.797,0.437568,5.87007,1.3965,0.121226,0.366508,0.394772,33.1485,0.934063,-2.52268,2.88629,0.00914296,0.773389,2.59322,0.962557,9.03471,11.0085
0.00451706,0.0566347,0.00155902,0.170928,2108.67,0.226876,0.0470774,133.441,136.867,0.355141,4.58392,1.88158,0.105899,0.134524,0.355096,26.4526,1.40626,-1.32615,1.60924,0.00613496,0.827028,3.02142,1.03082,8.05928,7.91673
0.00567139,0.0609709,0.000653222,0.171548,1881.47,0.203439,0.0512394,242.419,162.396,0.271939,6.36895,1.8258,0.135335,0.257515,0.315236,17.3314,0.602904,-3.48459,3.03447,0.00436132,0.630947,1.52513,1.20166,4.86536,4.82124
0.00289635,0.0442972,0.00138909,0.159994,1281.18,0.289812,0.050245,187.965,156.36,0.433439,7.03798,2.14777,0.077679,0.357166,0.600246,14.1871,0.785337,-1.60879,1.69842,0.00822601,0.656367,3.28369,0.688799,10.0609,9.75128
0.00742209,0.0756913,0.0016535,0.068821,1370.78,0.248968,0.0353181,137.799,146.111,0.487523,6.20382,2.94883,0.0921885,0.299766,0.701553,22.4449,1.16969,-1.46077,1.80118,0.00539515,0.754229,1.52421,0.814199,4.8692,8.05249
0.00678394,0.0722065,0.000638807,0.151021,1195.01,0.244837,0.071189,142.352,64.3172,0.35377,6.04483,1.896,0.102865,0.25032,0.622664,31.3147,0.552426,-1.7831,1.7907,0.00886585,0.478086,1.85847,0.561265,6.47957,10.3236
0.00252316,0.0518166,0.000735054,0.172203,2010.06,0.272284,0.0302298,259.921,103.523,0.373622,3.32534,2.0173,0.0956849,0.239364,0.639609,20.2698,0.832688,-2.53682,2.6587,0.00984968,0.43382,2.87154,1.28386,10.4672,7.88716
0.00704708,0.0775908,0.00105372,0.144194,1318.36,0.381619,0.033112,126.052,156.413,0.394404,4.48165,2.96876,0.0572838,0.1677,0.329776,22.6277,1.19721,-1.30191,1.53686,0.0123203,0.708518,3.05424,1.24593,8.70471,10.9002
0.00412951,0.0525212,0.00134668,0.116759,1494.49,0.26758,0.0400471,163.615,133.495,0.494882,3.80794,2.72943,0.146664,0.273653,0.348453,23.1425,1.02239,-3.33834,3.01602,0.00468074,0.777273,2.97237,0.79418,9.86989,10.4236
0.00618613,0.0885119,0.000977298,0.0984995,1085.13,0.145064,0.03223,97.0593,60.082,0.326893,6.34336,2.97714,0.0745885,0.225708,0.32847,21.5348,0.500533,-3.48553,1.39548,0.00521419,0.865588,1.73218,1.0862,6.07346,8.12566
0.00604131,0.100079,0.00125024,0.176191,1320.44,0.184554,0.0520053,153.325,65.0592,0.404147,6.83902,1.54019,0.0833701,0.188834,0.694756,24.9341,0.907189,-1.3238,1.52039,0.00933444,0.864382,2.81897,0.927069,5.91301,11.3113
0.00391043,0.0677319,0.00136258,0.15677,1965.07,0.278558,0.0432588,206.097,121.707,0.448904,2.5678,1.6027,0.0610002,0.132709,0.256841,33.2253,1.24571,-1.5849,2.81046,0.00801904,0.711526,2.11199,0.873115,8.57231,5.69775
0.0041796,0.0495647,0.000810311,0.144775,1022.12,0.260213,0.0597587,200.535,102.128,0.462876,3.91206,2.90279,0.0645673,0.168897,0.51552,16.1054,0.526383,-2.94838,2.23297,0.00579385,0.792149,2.63406,0.864574,6.26414,9.2625
0.00686444,0.0581733,0.0010182,0.178983,2172.19,0.383541,0.0562395,260.015,71.5443,0.471887,5.72554,2.55181,0.144937,0.171463,0.256357,29.8937,1.00146,-2.14442,3.40642,0.00613837,0.47897,2.11507,1.28879,9.67921,11.4064
0.0032928,0.0393293,0.00159437,0.136596,959.244,0.316705,0.0498913,198.702,157.26,0.299414,3.39955,2.74045,0.0684241,0.304118,0.314724,34.7522,0.517807,-1.24375,2.36831,0.0057806,0.563823,1.66287,0.571627,8.93719,12.6823
0.00569961,0.0646191,0.000709585,0.166235,1385.04,0.207958,0.0660133,119.874,74.7627,0.496996,4.82009,2.31582,0.0679791,0.14911,0.538626,24.6273,0.797726,-3.5352,2.07108,0.00864392,0.714446,2.23127,1.26184,8.68544,12.6373
0.00310839,0.0419871,0.00166594,0.157043,1530.72,0.217059,0.066319,185.826,64.0913,0.299661,5.5163,2.46882,0.0987947,0.245485,0.698133,22.0875,0.544349,-3.10643,3.37644,0.00917177,0.503544,2.52227,0.844959,6.02517,6.89069
0.00632026,0.0963434,0.000653787,0.126811,1537.96,0.337968,0.0688996,139.83,92.274,0.293272,3.34446,2.6033,0.0704434,0.238214,0.59276,25.8634,1.12686,-2.92436,1.18045,0.0125497,0.916025,2.39973,0.765358,5.35641,11.3778
0.00425525,0.0889229,0.00113238,0.184476,1172.22,0.36471,0.0253678,150.186,97.9,0.336577,5.75856,1.88588,0.0774217,0.255133,0.426097,29.1171,1.17066,-3.35413,1.49531,0.0054134,0.52001,1.18025,1.02077,7.7111,4.67975
0.0046914,0.0469757,0.00137501,0.138086,1238.85,0.354211,0.0559419,173.088,104.915,0.444835,6.17944,1.7124,0.14782,0.282995,0.348418,17.8985,1.09462,-3.48238,1.63796,0.01174,0.791833,3.27319,1.10418,8.3578,6.70369
0.00510685,0.0460812,0.00163064,0.156106,1693.48,0.409047,0.0653926,196.966,68.6646,0.422039,3.48285,1.44905,0.101458,0.234094,0.461735,21.1973,1.348,-2.00177,1.59194,0.0118005,0.515101,1.97339,1.14785,5.16836,5.00726
0.00422171,0.0538877,0.00114081,0.128556,1914.44,0.247073,0.0552336,242.597,153.229,0.306812,5.70161,2.68136,0.10914,0.151323,0.288953,30.6708,1.03428,-1.74372,1.81546,0.0114874,0.829669,2.53889,0.516495,4.08657,7.69644
0.00495976,0.0600561,0.00105948,0.133364,2054.47,0.165323,0.0359962,125.395,177.741,0.439285,4.03825,2.47421,0.0973398,0.278097,0.658481,33.0078,1.18645,-2.30906,2.22077,0.00555626,0.899292,1.65976,1.26287,9.80012,12.7332
0.00667798,0.0513258,0.00121273,0.142909,2279.93,0.253072,0.0658549,258.009,158.547,0.292014,4.72514,2.31456,0.0544058,0.261086,0.316492,29.0,1.09525,-1.62183,2.77192,0.00543433,0.666403,2.22549,0.567962,5.2611,4.76567
0.0043057,0.0520355,0.00140614,0.140887,2363.15,0.271802,0.0422641,234.939,105.978,0.27247,4.87975,2.73161,0.110014,0.246992,0.493654,24.2044,0.74948,-2.59639,3.22651,0.00569859,0.527292,1.31615,0.816558,3.67289,5.22389
0.00555545,0.0708656,0.0011919,0.175596,1155.79,0.207037,0.0668469,92.5785,129.065,0.387629,7.06937,2.82637,0.0985274,0.357612,0.649621,16.1391,0.896935,-3.01662,1.55894,0.00982235,0.861987,3.31335,1.04761,8.4829,13.3432
0.00609708,0.0594908,0.00160629,0.142395,2218.51,0.227791,0.044945,255.367,159.248,0.469486,4.85566,2.79693,0.113375,0.222087,0.71424,28.6338,0.855265,-2.1914,1.8107,0.0113482,0.867644,2.26413,0.981614,6.47669,11.6083
0.00644004,0.085118,0.000904111,0.164462,1377.39,0.367777,0.0617294,202.761,154.485,0.461577,4.88453,2.33661,0.0919036,0.183629,0.306972,34.4808,0.61366,-2.52876,1.74341,0.00723191,0.907925,1.2465,0.778048,6.11745,4.94566
0.00428866,0.059718,0.00130969,0.0808197,1719.89,0.297201,0.0291093,194.271,133.029,0.308619,4.78857,2.20574,0.12131,0.252932,0.466991,16.077,1.35111,-1.38224,2.69108,0.00693525,0.627823,1.45448,0.800424,4.36717,12.3932
0.00500127,0.0655364,0.00105221,0.0749636,1584.89,0.193096,0.0403787,249.379,157.341,0.350852,4.83554,1.99722,0.0951016,0.143208,0.342561,31.4154,1.18409,-1.58699,3.28118,0.0114195,0.356147,1.6041,0.492761,9.20587,10.9269
0.00328252,0.0402834,0.00150248,0.125505,1623.48,0.371581,0.0678279,230.877,98.5662,0.344393,3.76116,2.96725,0.131026,0.146028,0.419915,32.8712,0.707475,-3.29116,2.84609,0.00949092,0.436853,1.1999,1.11719,8.72401,9.33623
0.00319584,0.0356497,0.0013324,0.139026,1492.24,0.290597,0.0529311,253.325,130.547,0.217412,6.0851,1.86335,0.0845569,0.348273,0.652321,33.8683,1.1238,-1.23387,3.11352,0.00858939,0.73886,2.03533,1.2854,7.14843,7.44256
0.00727295,0.102284,0.000656333,0.179529,1072.16,0.29296,0.0478495,138.442,156.186,0.323277,4.97927,1.77699,0.136101,0.235233,0.44445,28.0827,1.09052,-1.68558,2.26674,0.00743525,0.56554,3.12304,0.822025,6.11867,8.3662
0.00591922,0.0769691,0.00152479,0.0797643,1239.59,0.193992,0.0289676,140.674,134.468,0.340919,7.02617,2.97306,0.148493,0.251432,0.680407,33.0749,1.15021,-3.53043,2.89662,0.00958861,0.375822,2.03679,0.718992,9.70187,8.63451
0.0041097,0.0591829,0.00128289,0.165328,1535.49,0.211007,0.0484473,192.59,130.019,0.351049,4.7968,1.86014,0.114444,0.20385,0.529929,16.7819,1.01058,-3.28676,1.75501,0.00867961,0.761494,1.71717,0.843724,9.20666,11.1553
0.00632477,0.0986379,0.00160978,0.127728,1636.34,0.268523,0.0514154,168.617,152.042,0.479755,6.10193,2.66194,0.0514516,0.127136,0.406248,25.4256,0.713539,-1.25782,2.48386,0.00650178,0.622788,1.44222,0.969245,8.41204,10.2471
0.0071657,0.0888494,0.0012401,0.129109,2344.38,0.394059,0.0504586,209.156,124.386,0.277199,6.40557,1.82006,0.135792,0.275195,0.698324,34.6642,0.666321,-2.82931,2.70629,0.0117819,0.504252,3.14877,0.960295,4.30776,10.0289
0.00723018,0.0534023,0.0012422,0.144492,2285.0,0.412175,0.0614638,264.017,70.7394,0.505891,5.70026,2.92202,0.110521,0.371908,0.425177,28.6877,1.04786,-3.20899,3.07223,0.0126541,0.325339,3.34476,0.544023,8.74337,4.92263
0.00539493,0.0786926,0.001054,0.0626036,868.624,0.175928,0.0332224,134.105,63.6998,0.367347,5.14276,2.80362,0.0519918,0.30808,0.344909,27.7187,0.906324,-2.3856,3.43222,0.00977524,0.54995,2.63348,0.568435,8.06277,5.88717
0.00360191,0.0670457,0.00150851,0.170715,1306.87,0.214896,0.0432279,117.14,68.0071,0.180102,3.97411,2.60023,0.0824817,0.301758,0.595844,33.817,0.663415,-2.70788,1.4173,0.0113484,0.568858,1.1967,0.846218,6.64852,11.391
0.00579239,0.0703145,0.00108821,0.145902,1351.48,0.322982,0.0670397,125.231,124.327,0.481937,4.55472,2.68046,0.133162,0.262788,0.25338,28.2966,0.640238,-1.90356,2.44653,0.0086942,0.588094,1.22389,0.672253,6.63758,4.79559
0.00435062,0.0536043,0.000870483,0.0919703,860.421,0.376048,0.0683803,239.758,93.2189,0.265919,6.84387,1.34597,0.14819,0.269459,0.31877,30.4228,1.22124,-2.15782,2.80452,0.0097484,0.440077,1.14479,1.1439,7.07866,10.2702
0.00467688,0.0626879,0.00153882,0.138878,2326.99,0.326411,0.0285249,238.455,112.472,0.403932,5.57655,2.63955,0.131548,0.217401,0.514522,24.6946,0.787998,-2.82819,1.37183,0.00581078,0.57648,3.13603,0.581997,9.24307,6.13979
0.00541557,0.0931856,0.00099469,0.174739,1395.29,0.243501,0.0609811,115.982,98.3481,0.380206,5.7494,1.77738,0.131875,0.356352,0.439331,24.5245,0.843959,-2.61146,2.4616,0.0123287,0.912897,1.90243,0.920123,7.24593,11.9339
0.00724419,0.104528,0.00167183,0.069852,1253.26,0.31818,0.0390052,146.867,91.8459,0.274083,2.71067,2.65093,0.0911795,0.237407,0.71756,21.0391,0.750634,-2.11301,2.65214,0.0119686,0.535845,2.56829,1.21028,7.70644,7.34844
0.00481485,0.0623355,0.00102475,0.159365,2003.46,0.300341,0.0489212,108.165,68.0299,0.239388,2.65374,1.33121,0.114788,0.30388,0.747331,30.5659,0.614216,-1.9932,3.03581,0.00568105,0.422863,2.32773,1.06331,8.95527,4.54019
0.0046649,0.039439,0.000795717,0.132972,1118.13,0.336223,0.0715564,152.852,71.9384,0.488165,5.17894,2.98227,0.0679036,0.13533,0.374251,30.1599,0.502973,-3.06819,2.27733,0.0118184,0.896667,2.00131,1.26092,9.70765,5.3941
0.00447,0.0486106,0.00141575,0.118004,910.115,0.365702,0.0337711,208.781,134.808,0.477223,4.82608,1.96147,0.0538257,0.286677,0.399954,34.6854,1.35859,-2.1782,3.16241,0.00751716,0.736266,1.34994,1.06536,6.82681,6.09347
0.0044138,0.0698454,0.00161993,0.0657956,2312.11,0.226072,0.0425761,135.017,65.6031,0.320452,6.69057,2.24219,0.113014,0.133809,0.544374,29.0902,1.18877,-3.07149,3.36586,0.00991315,0.685381,2.29364,0.779164,8.11039,8.11467
0.00678045,0.0677269,0.00109001,0.116305,1401.33,0.362049,0.064153,258.501,83.977,0.503629,4.08724,1.68872,0.129888,0.295281,0.3005,26.8741,0.814387,-2.04388,1.50348,0.00603167,0.400972,1.47352,0.712235,6.51608,10.6551
0.00652717,0.0788379,0.00115448,0.142777,1524.6,0.324384,0.0340934,107.219,67.0419,0.3553,3.76411,1.33375,0.149589,0.21086,0.635554,14.3339,0.798813,-2.07043,1.47999,0.0114996,0.759623,1.67804,1.10887,9.62846,9.35988
0.00371889,0.0535346,0.00135266,0.119702,819.884,0.216609,0.0277443,192.832,81.41,0.48465,3.5051,2.02913,0.112547,0.244596,0.582195,21.7393,0.644048,-2.30706,1.86933,0.00795042,0.701396,2.52441,0.815467,4.80643,13.3364
0.00510186,0.0917566,0.00113267,0.109212,1015.19,0.34445,0.0318034,197.348,116.102,0.276923,4.02394,2.87188,0.115477,0.320058,0.481908,13.66,0.875939,-1.88781,2.94039,0.00544281,0.870218,2.97858,1.17325,7.95426,5.35856
0.00501569,0.0662181,0.00062703,0.174607,854.044,0.360184,0.0565849,154.551,68.2174,0.39996,6.01221,2.97513,0.109998,0.16992,0.693528,30.9111,0.811144,-1.59286,1.50271,0.0087499,0.899116,2.66058,0.541361,7.05469,7.59167
0.00714332,0.101957,0.00128853,0.0819629,1658.63,0.279785,0.0567036,247.56,158.187,0.33895,5.63821,2.82604,0.0577535,0.361824,0.276767,30.6777,1.12974,-2.85239,1.16338,0.00988178,0.895376,2.1327,0.737881,8.27285,7.34388
0.00576038,0.0663046,0.00159425,0.163321,1787.27,0.392098,0.0554534,119.377,98.8245,0.383133,5.55257,1.72119,0.0661491,0.358849,0.733391,22.8836,0.55689,-3.3178,2.11437,0.00490132,0.502065,1.67768,0.849981,5.49509,11.5441
0.00557655,0.0527752,0.00137923,0.0937101,1971.74,0.206338,0.0366489,215.323,138.725,0.465922,4.03034,1.10384,0.101568,0.134941,0.492613,15.3858,0.842884,-1.58241,1.90582,0.0111281,0.478211,2.85211,1.18484,9.00493,8.94739
0.00728241,0.0828463,0.00116039,0.154823,2387.91,0.232345,0.0437602,242.771,60.6264,0.20579,4.53401,2.45118,0.0663063,0.199025,0.627951,26.2924,0.546078,-2.97169,2.37559,0.0108814,0.576653,2.09465,0.68799,7.56329,10.2477
0.00714228,0.0987147,0.00102888,0.159006,1024.7,0.249916,0.0674617,125.136,125.506,0.514185,4.50027,2.43235,0.138636,0.208247,0.542512,29.2609,1.18992,-1.94066,2.76958,0.00903756,0.827446,2.11847,1.26957,3.98179,12.1379
0.00725458,0.100636,0.00150433,0.155697,1641.72,0.310933,0.0470941,120.826,120.22,0.4455,6.63057,2.21018,0.0543472,0.154885,0.613689,23.3815,1.31348,-2.03448,3.41696,0.0105369,0.382217,2.9128,1.16499,6.85606,7.03312
0.0047601,0.0633845,0.00136342,0.0846034,1113.77,0.24494,0.0516569,217.257,128.925,0.50731,4.69838,2.88993,0.127988,0.293671,0.396728,21.498,1.34438,-2.02706,1.82893,0.0112047,0.488161,2.49985,0.507157,5.48359,13.345
0.00417735,0.0502084,0.00140714,0.152049,2312.84,0.311371,0.067624,212.382,73.4739,0.272754,3.5376,2.42264,0.101146,0.335935,0.276884,19.2567,1.15414,-2.98924,3.25754,0.00784816,0.834452,2.3289,0.662401,6.56745,6.66848
0.00737768,0.0880944,0.00156161,0.0646851,1547.89,0.186468,0.0327097,212.685,122.376,0.418629,3.51104,2.35825,0.0951118,0.285797,0.514749,31.2632,0.844966,-3.13023,2.20794,0.00794221,0.507616,2.37659,0.925958,8.27409,8.59752
0.00688816,0.0998119,0.0015426,0.153463,1440.95,0.162127,0.0715295,163.538,96.0346,0.434682,5.21366,2.71096,0.0516254,0.14488,0.601797,32.8478,0.788548,-3.37931,2.84273,0.0111315,0.722866,1.93545,0.825775,4.35129,12.4961
0.00477228,0.0770135,0.00150829,0.10164,1572.04,0.216626,0.0599997,170.635,122.975,0.306448,7.38874,2.06197,0.0692191,0.221371,0.311598,27.2975,0.971673,-1.30936,2.20412,0.00785244,0.429941,2.08679,1.03155,3.99453,7.51515
0.00746212,0.0684282,0.00161808,0.0949004,975.573,0.333435,0.0451909,196.699,127.39,0.430764,6.94512,2.34871,0.129371,0.247353,0.3746,26.6868,0.891185,-2.54799,1.17233,0.00702029,0.337679,1.87897,1.22217,8.63158,7.50075
0.00354755,0.0420611,0.000998606,0.160293,1423.34,0.358522,0.0364641,181.519,151.662,0.344128,3.1933,1.20765,0.125897,0.337774,0.584085,16.2327,0.961229,-3.21533,1.36765,0.00914571,0.852237,2.11465,1.23915,9.0842,6.71439
0.00722955,0.0956473,0.000887274,0.180878,2157.2,0.358266,0.0747605,183.649,64.3466,0.290866,6.04738,2.25176,0.119346,0.129012,0.542627,16.3722,1.16505,-2.33493,1.92838,0.00512441,0.649018,3.19653,0.750071,4.98546,11.5464
0.00717347,0.0659779,0.00127105,0.0912395,1551.13,0.186621,0.0523769,242.216,123.575,0.346415,3.73107,1.22634,0.139347,0.235333,0.422043,24.654,1.22871,-2.28551,2.85983,0.00953956,0.734274,2.93604,1.08321,7.84644,12.1939
0.00713891,0.0885516,0.00123057,0.134461,1348.16,0.364854,0.0323296,144.785,143.904,0.320759,5.8901,1.38616,0.0773339,0.183036,0.297865,30.7632,0.808479,-2.49325,3.12942,0.00844635,0.690298,2.63285,1.24654,6.17235,10.36
0.00493378,0.0512532,0.00105393,0.107629,898.235,0.143816,0.0322286,195.221,62.4596,0.489615,5.88056,2.00634,0.0599188,0.170326,0.524538,29.697,1.29548,-1.92143,1.59697,0.0106274,0.815823,2.21777,1.21425,7.32082,7.4812
0.00637686,0.0966921,0.00134323,0.165151,1715.68,0.152782,0.0445436,183.627,150.265,0.446594,6.7212,2.38442,0.0971006,0.328209,0.524327,15.4103,1.36417,-2.88724,3.05228,0.00978219,0.498315,2.14703,0.92876,7.98238,12.8308
0.00622092,0.0792411,0.00109695,0.155487,1658.95,0.407949,0.0584418,108.423,129.807,0.410872,4.86688,2.03715,0.0896714,0.320737,0.585856,31.0497,0.524862,-2.72372,1.15143,0.0107041,0.449775,2.46354,0.725928,7.35944,12.3156
0.00334001,0.0586399,0.00155316,0.11062,966.06,0.361743,0.0401961,154.278,158.432,0.497267,4.938,1.91356,0.103571,0.245063,0.430573,21.8086,0.725428,-1.55115,3.07838,0.00715355,0.824536,2.86923,0.867932,8.30387,10.7066
0.00459738,0.0647141,0.000576643,0.175533,2115.12,0.283388,0.0500619,200.917,61.3508,0.326458,3.23465,2.31506,0.0606528,0.17615,0.722906,23.9286,0.80975,-1.40879,1.63769,0.00716916,0.4239,3.07705,0.479385,4.7425,11.7641
0.00484833,0.0595636,0.00135632,0.118802,1573.37,0.389656,0.0585718,265.261,132.327,0.427414,6.32565,1.55836,0.0683623,0.287213,0.623768,23.4068,0.979668,-1.99652,2.18626,0.00524193,0.837056,1.85549,0.863176,7.92515,6.14235
0.00330778,0.0558027,0.0013802,0.162965,1249.41,0.376862,0.0343463,101.175,60.1829,0.183786,3.75777,2.02774,0.0663143,0.244089,0.60741,32.9964,1.08396,-1.83478,1.84352,0.010293,0.450361,1.50749,0.800406,5.20754,6.79017
0.00544513,0.0527749,0.000704255,0.183277,1857.9,0.249721,0.0357214,194.364,173.953,0.219849,2.80793,2.34643,0.0973861,0.323086,0.322273,16.271,0.818491,-2.84122,1.9466,0.00650597,0.655693,3.22776,1.15868,4.17296,12.9373
